timestamp,depth_target,depth_actual,error,pid_output,thrust_x,thrust_y,thrust_z,obstacle,acao
1751566378.568768,1.3,2.374,-1.074,-0.8412596879401425,0.4,0.0,-0.8412596879401425,False,
1751566378.7958577,1.3,2.367,-1.067,-0.8474204165307346,0.4,0.0,-0.8474204165307346,False,
1751566379.0664816,1.3,2.347,-1.047,-0.8228877640179663,0.4,0.0,-0.8228877640179663,False,
1751566379.1960146,1.3,2.326,-1.026,-0.7882441940920787,0.4,0.0,-0.7882441940920787,False,
1751566379.431298,1.3,2.318,-1.018,-0.8075840664318477,0.4,0.0,-0.8075840664318477,False,
1751566379.566251,1.3,2.294,-0.994,-0.7583745471506571,0.4,0.0,-0.7583745471506571,False,
1751566379.7748282,1.3,2.285,-0.9850000000000001,-0.7795783040925237,0.4,0.0,-0.7795783040925237,False,
1751566379.8973727,1.3,2.26,-0.9599999999999997,-0.7271981073340796,0.4,0.0,-0.7271981073340796,False,
1751566380.142009,1.3,2.251,-0.9509999999999998,-0.7534119043331898,0.4,0.0,-0.7534119043331898,False,
1751566380.263741,1.3,2.223,-0.9229999999999998,-0.692772099655189,0.4,0.0,-0.692772099655189,False,
1751566380.49411,1.3,2.213,-0.913,-0.721678691524268,0.4,0.0,-0.721678691524268,False,
1751566380.6845672,1.3,2.18,-0.8800000000000001,-0.669355982143863,0.4,0.0,-0.669355982143863,False,
1751566380.8951423,1.3,2.17,-0.8699999999999999,-0.6865420368549701,0.4,0.0,-0.6865420368549701,False,
1751566381.04366,1.3,2.143,-0.8429999999999997,-0.6380649983556455,0.4,0.0,-0.6380649983556455,False,
1751566381.2470114,1.3,2.133,-0.833,-0.6565651820153586,0.4,0.0,-0.6565651820153586,False,
1751566381.388142,1.3,2.104,-0.804,-0.6016735136168574,0.4,0.0,-0.6016735136168574,False,
1751566381.590809,1.3,2.092,-0.792,-0.6219015221701326,0.4,0.0,-0.6219015221701326,False,
1751566381.7498014,1.3,2.061,-0.7609999999999999,-0.569804398511236,0.4,0.0,-0.569804398511236,False,
1751566381.9441228,1.3,2.049,-0.7489999999999999,-0.5866542547702431,0.4,0.0,-0.5866542547702431,False,
1751566382.0948231,1.3,2.016,-0.716,-0.5295793308248373,0.4,0.0,-0.5295793308248373,False,
1751566382.3160503,1.3,2.003,-0.7030000000000001,-0.550539905990956,0.4,0.0,-0.550539905990956,False,
1751566382.592301,1.3,1.964,-0.6639999999999999,-0.5032702715577626,0.4,0.0,-0.5032702715577626,False,
1751566382.7129142,1.3,1.929,-0.629,-0.4451633002496596,0.4,0.0,-0.4451633002496596,False,
1751566382.9490926,1.3,1.916,-0.6159999999999999,-0.481743187530607,0.4,0.0,-0.481743187530607,False,
1751566383.1448588,1.3,1.876,-0.5759999999999998,-0.419937318227707,0.4,0.0,-0.419937318227707,False,
1751566383.3628495,1.3,1.862,-0.562,-0.43675576282012046,0.4,0.0,-0.43675576282012046,False,
1751566383.6414757,1.3,1.823,-0.5229999999999999,-0.39045521789118154,0.4,0.0,-0.39045521789118154,False,
1751566383.8253946,1.3,1.783,-0.4829999999999999,-0.3427842411275425,0.4,0.0,-0.3427842411275425,False,
1751566384.022656,1.3,1.769,-0.46899999999999986,-0.36107830771302685,0.4,0.0,-0.36107830771302685,False,
1751566384.1994247,1.3,1.734,-0.43399999999999994,-0.3073719435898271,0.4,0.0,-0.3073719435898271,False,
1751566384.3628752,1.3,1.72,-0.41999999999999993,-0.31881636652015377,0.4,0.0,-0.31881636652015377,False,
1751566384.5339277,1.3,1.684,-0.3839999999999999,-0.26547791321791664,0.4,0.0,-0.26547791321791664,False,
1751566384.7431045,1.3,1.669,-0.369,-0.2808580638763734,0.4,0.0,-0.2808580638763734,False,
1751566384.87689,1.3,1.631,-0.33099999999999996,-0.20733974161846266,0.4,0.0,-0.20733974161846266,False,
1751566385.0620975,1.3,1.615,-0.31499999999999995,-0.23476829785595063,0.4,0.0,-0.23476829785595063,False,
1751566385.21795,1.3,1.565,-0.2649999999999999,-0.1478409141318729,0.4,0.0,-0.1478409141318729,False,
1751566385.4417229,1.3,1.549,-0.2489999999999999,-0.18493746502580616,0.4,0.0,-0.18493746502580616,False,
1751566385.7160997,1.3,1.5,-0.19999999999999996,-0.12391721009197106,0.4,0.0,-0.12391721009197106,False,
1751566385.8326445,1.3,1.455,-0.15500000000000003,-0.04819110505958492,0.4,0.0,-0.04819110505958492,False,
1751566386.0768116,1.3,1.441,-0.14100000000000001,-0.10130809273725196,0.4,0.0,-0.10130809273725196,False,
1751566386.2556653,1.3,1.398,-0.09799999999999986,-0.03045248105149235,0.4,0.0,-0.03045248105149235,False,
1751566386.459625,1.3,1.382,-0.08199999999999985,-0.04975648211760415,0.4,0.0,-0.04975648211760415,False,
1751566386.7524765,1.3,1.334,-0.03400000000000003,0.005411154360133005,0.4,0.0,0.005411154360133005,False,
1751566386.9345632,1.3,1.286,0.014000000000000012,0.06394962486686612,0.4,0.0,0.06394962486686612,False,
1751566387.136234,1.3,1.268,0.03200000000000003,0.04340122136972611,0.4,0.0,0.04340122136972611,False,
1751566387.4250407,1.3,1.218,0.08200000000000007,0.10026260949045368,0.4,0.0,0.10026260949045368,False,
1751566387.604897,1.3,1.166,0.13400000000000012,0.16509178009470638,0.4,0.0,0.16509178009470638,False,
1751566387.815553,1.3,1.148,0.15200000000000014,0.13861274804515866,0.4,0.0,0.13861274804515866,False,
1751566387.956418,1.3,1.104,0.19599999999999995,0.21946489735213992,0.4,0.0,0.21946489735213992,False,
1751566388.1516044,1.3,1.087,0.21300000000000008,0.18781890808086626,0.4,0.0,0.18781890808086626,False,
1751566388.2854497,1.3,1.043,0.2570000000000001,0.27184015448311527,0.4,0.0,0.27184015448311527,False,
1751566388.5022724,1.3,1.025,0.27500000000000013,0.236601388846132,0.4,0.0,0.236601388846132,False,
1751566388.787029,1.3,0.972,0.32800000000000007,0.299497014941563,0.4,0.0,0.299497014941563,False,
1751566388.9672897,1.3,0.917,0.383,0.36740749348435775,0.4,0.0,0.36740749348435775,False,
1751566389.2321,1.3,0.899,0.401,0.3343709812147963,0.4,0.0,0.3343709812147963,False,
1751566389.4525902,1.3,0.844,0.45600000000000007,0.41480747228782733,0.4,0.0,0.41480747228782733,False,
1751566389.6442811,1.3,0.789,0.511,0.4660276648553039,0.4,0.0,0.4660276648553039,False,
1751566389.8456082,1.3,0.772,0.528,0.4392452708944135,0.4,0.0,0.4392452708944135,False,
1751566390.1139321,1.3,0.718,0.5820000000000001,0.5060137896824513,0.4,0.0,0.5060137896824513,False,
1751566390.236625,1.3,0.673,0.627,0.5764409670371501,0.4,0.0,0.5764409670371501,False,
1751566390.4461284,1.3,0.656,0.644,0.5312367880617828,0.4,0.0,0.5312367880617828,False,
1751566390.6344895,1.3,0.603,0.6970000000000001,0.6138800690151919,0.4,0.0,0.6138800690151919,False,
